Run_ID,Community
Gide_Cell_2019-PD03-ar-949,0
Gide_Cell_2019-PD06-ar-973,1
Gide_Cell_2019-PD07-ar-974,1
Gide_Cell_2019-PD08-ar-565,0
Gide_Cell_2019-PD23-ar-943,0
Gide_Cell_2019-PD25-ar-945,0
Gide_Cell_2019-PD36-ar-953,1
Gide_Cell_2019-PD49-ar-967,0
Gide_Cell_2019-PD50-ar-969,0
Liu_NatMed_2019-p009-ar-00574,0
Liu_NatMed_2019-p017-ar-99992,1
Liu_NatMed_2019-p018-ar-00020,0
Liu_NatMed_2019-p020-ar-00560,1
Liu_NatMed_2019-p022-ar-00577,0
Liu_NatMed_2019-p023-ar-00568,0
Liu_NatMed_2019-p024-ar-99999,0
Liu_NatMed_2019-p035-ar-99977,1
Liu_NatMed_2019-p036-ar-00003,0
Liu_NatMed_2019-p037-ar-00557,1
Liu_NatMed_2019-p038-ar-00590,0
Liu_NatMed_2019-p040-ar-00595,0
Liu_NatMed_2019-p042-ar-99979,0
Liu_NatMed_2019-p044-ar-00579,1
Liu_NatMed_2019-p045-ar-00548,1
Liu_NatMed_2019-p047-ar-00006,0
Liu_NatMed_2019-p051-ar-00576,1
Liu_NatMed_2019-p056-ar-00019,1
Liu_NatMed_2019-p058-ar-99997,0
Liu_NatMed_2019-p061-ar-00593,1
Liu_NatMed_2019-p062-ar-99983,0
Liu_NatMed_2019-p063-ar-99998,0
Liu_NatMed_2019-p067-ar-00563,0
Liu_NatMed_2019-p072-ar-99991,2
Liu_NatMed_2019-p073-ar-99994,0
Liu_NatMed_2019-p075-ar-00562,1
Liu_NatMed_2019-p083-ar-99984,0
Liu_NatMed_2019-p096-ar-00550,0
Liu_NatMed_2019-p098-ar-00584,1
Liu_NatMed_2019-p099-ar-00566,1
Liu_NatMed_2019-p100-ar-42349,1
Liu_NatMed_2019-p112-ar-41921,1
Liu_NatMed_2019-p116-ar-42360,0
Liu_NatMed_2019-p125-ar-42377,1
Liu_NatMed_2019-p126-ar-42369,1
Liu_NatMed_2019-p127-ar-42378,1
Liu_NatMed_2019-p130-ar-42380,1
Liu_NatMed_2019-p141-ar-42375,0
Liu_NatMed_2019-p147-ar-00553,0
Liu_NatMed_2019-p162-ar-00555,1
Liu_NatMed_2019-p163-ar-99974,0
Liu_NatMed_2019-p166-ar-00581,0
Liu_NatMed_2019-p167-ar-00582,1
Liu_NatMed_2019-p168-ar-00000,0
Liu_NatMed_2019-p181-ar-99981,1
Liu_NatMed_2019-p184-ar-00547,0
Liu_NatMed_2019-p185-ar-00554,1
Liu_NatMed_2019-p191-ar-00008,1
Liu_NatMed_2019-p195-ar-00556,0
Liu_NatMed_2019-p196-ar-00016,0
Liu_NatMed_2019-p197-ar-00551,0
